City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,Scottsbluff,US,2020-06-18 20:42:01,41.87,-103.67,297.15,25,1,5.1
304,Hervey Bay,AU,2020-06-18 20:43:13,-25.3,152.85,289.82,94,8,7.15
305,Teahupoo,PF,2020-06-18 20:43:14,-17.83,-149.27,299.82,88,40,2.1
306,Los Llanos De Aridane,ES,2020-06-18 20:40:23,28.66,-17.92,295.15,78,20,6.2
307,Tibacuy,CO,2020-06-18 20:43:14,4.35,-72.46,300.82,76,92,3.07
308,Ribeira Brava,PT,2020-06-18 20:43:14,32.65,-17.07,294.15,73,20,3.6
309,Ponta Delgada,PT,2020-06-18 20:43:14,37.73,-25.67,291.15,77,75,4.1
310,Isangel,VU,2020-06-18 20:41:23,-19.55,169.27,293.15,94,75,5.96
311,Ilulissat,GL,2020-06-18 20:41:19,69.22,-51.1,274.15,64,90,2.6
312,San Carlos,VE,2020-06-18 20:43:15,9.66,-68.58,298.26,92,100,0.56
313,Abu Dhabi,AE,2020-06-18 20:40:00,24.47,54.37,304.82,74,0,3.1
314,Valparaiso,CL,2020-06-18 20:40:51,-33.04,-71.63,287.15,66,100,3.1
315,Galle,LK,2020-06-18 20:42:14,6.04,80.22,300.65,87,77,4.15
316,Iwanai,JP,2020-06-18 20:43:16,42.97,140.51,288.45,89,81,1.49
317,Suntar,RU,2020-06-18 20:39:58,62.14,117.63,283.79,94,20,1.64
318,Sa Kaeo,TH,2020-06-18 20:43:16,13.81,102.07,297.24,92,99,0.72
319,Santa Isabel,BR,2020-06-18 20:43:17,-23.32,-46.22,297.04,46,67,2.6
320,Poienile De Sub Munte,RO,2020-06-18 20:43:17,47.82,24.43,287.14,84,38,0.67
321,Camacha,PT,2020-06-18 20:41:20,33.08,-16.33,294.15,83,20,4.1
322,Manacapuru,BR,2020-06-18 20:43:17,-3.3,-60.62,304.15,62,40,3.1
323,Lagoa,PT,2020-06-18 20:40:56,39.05,-27.98,291.38,89,0,5.06
324,Necochea,AR,2020-06-18 20:40:03,-38.55,-58.74,283.71,91,1,0.45
325,Myaundzha,RU,2020-06-18 20:43:18,63.05,147.19,291.54,45,64,1.38
326,Olden,NO,2020-06-18 20:40:51,61.84,6.81,295.15,68,81,3.1
327,Baiao,BR,2020-06-18 20:43:18,-2.79,-49.67,301.17,69,65,0.9
328,Egvekinot,RU,2020-06-18 20:43:19,66.32,-179.17,288.04,35,100,0.41
329,Petropavlovsk-Kamchatskiy,RU,2020-06-18 20:40:46,53.05,158.65,278.15,100,90,1.0
330,San Lorenzo,PY,2020-06-18 20:41:35,-25.33,-57.53,302.15,54,75,3.1
331,Svetlograd,RU,2020-06-18 20:43:19,45.34,42.85,290.15,88,51,3.0
332,Waingapu,ID,2020-06-18 20:43:20,-9.66,120.26,297.2,84,3,5.17
333,Shadegan,IR,2020-06-18 20:43:20,30.65,48.66,306.15,29,0,3.1
334,Cabo San Lucas,MX,2020-06-18 20:40:13,22.89,-109.91,306.15,33,20,3.1
335,Vanimo,PG,2020-06-18 20:43:20,-2.67,141.3,298.49,85,10,2.08
336,Turtas,RU,2020-06-18 20:43:20,58.94,69.13,277.1,72,60,2.94
337,Altamont,US,2020-06-18 20:43:21,42.21,-121.74,296.48,27,1,1.27
338,Hostivice,CZ,2020-06-18 20:43:21,50.08,14.26,290.37,93,40,4.1
339,Vila,PT,2020-06-18 20:43:12,42.03,-8.16,289.26,72,0,2.6
340,Myitkyina,MM,2020-06-18 20:43:21,25.38,97.4,297.28,96,100,0.52
341,Alta Floresta,BR,2020-06-18 20:35:55,-9.88,-56.09,306.15,38,20,3.6
342,Solwezi,ZM,2020-06-18 20:43:22,-12.17,26.39,283.57,69,5,1.86
343,Smirnykh,RU,2020-06-18 20:43:22,49.75,142.83,280.94,94,100,1.65
344,Jiutai,CN,2020-06-18 20:43:22,44.15,125.83,285.15,87,0,1.0
345,Nalut,LY,2020-06-18 20:41:25,30.33,10.85,302.93,13,0,4.65
346,Solnechnyy,RU,2020-06-18 20:41:23,50.72,136.63,279.96,93,100,2.78
347,Kabelvag,NO,2020-06-18 20:43:23,68.21,14.48,283.71,69,0,0.45
348,Dongsheng,CN,2020-06-18 20:43:23,39.82,109.98,293.18,36,1,3.1
349,Avera,US,2020-06-18 20:43:24,33.19,-82.53,302.15,45,90,3.1
350,Souillac,MU,2020-06-18 20:39:56,-20.52,57.52,295.15,73,75,6.2
351,Tecozautla,MX,2020-06-18 20:43:24,20.53,-99.63,301.15,30,75,4.1
352,Mar Del Plata,AR,2020-06-18 20:39:11,-38.0,-57.56,287.15,76,75,5.1
353,Lorengau,PG,2020-06-18 20:39:49,-2.02,147.27,301.26,77,34,3.62
354,Hami,CN,2020-06-18 20:40:09,42.8,93.45,300.08,22,23,6.27
355,Chopinzinho,BR,2020-06-18 20:43:25,-25.86,-52.52,291.22,88,14,2.3
356,Teya,RU,2020-06-18 20:41:21,60.38,92.63,285.36,71,93,1.49
357,Ardmore,US,2020-06-18 20:42:57,34.17,-97.14,306.48,27,1,6.7
358,Ust-Barguzin,RU,2020-06-18 20:43:25,53.45,108.98,280.79,62,0,2.06
359,Uruzgan,AF,2020-06-18 20:43:25,32.83,66.0,294.06,22,0,2.46
360,Kiruna,SE,2020-06-18 20:41:04,67.86,20.23,285.15,62,0,6.2
361,Kununurra,AU,2020-06-18 20:43:26,-15.77,128.73,289.15,41,0,1.0
362,Kushima,JP,2020-06-18 20:39:06,31.46,131.23,297.04,100,100,4.92
363,Brae,GB,2020-06-18 20:43:26,60.4,-1.35,284.15,100,82,5.1
364,Nantucket,US,2020-06-18 20:41:53,41.28,-70.1,294.26,88,90,3.6
365,Peniche,PT,2020-06-18 20:43:27,39.36,-9.38,291.48,80,0,3.58
366,Narsaq,GL,2020-06-18 20:41:04,60.92,-46.05,280.15,71,40,5.1
367,Aquidauana,BR,2020-06-18 20:43:27,-20.47,-55.79,299.77,53,4,1.84
368,Manaquiri,BR,2020-06-18 20:43:27,-3.32,-60.35,304.15,66,40,1.5
369,Santa Lucia,ES,2020-06-18 20:43:28,27.91,-15.54,296.15,69,20,8.2
370,Yeppoon,AU,2020-06-18 20:43:28,-23.13,150.73,290.15,82,45,3.1
371,Saint-Francois,FR,2020-06-18 20:40:48,46.42,3.91,288.15,67,57,1.0
372,Puerto Ayacucho,VE,2020-06-18 20:43:28,5.66,-67.62,296.6,96,100,0.86
373,Brownsville,US,2020-06-18 20:36:01,25.9,-97.5,306.15,55,90,7.2
374,Kemin,KG,2020-06-18 20:43:28,42.78,75.69,285.51,56,48,1.51
375,Mudgee,AU,2020-06-18 20:43:29,-32.59,149.59,277.15,93,0,0.5
376,Kapuskasing,CA,2020-06-18 20:42:05,49.42,-82.43,305.15,29,20,7.7
377,Punta De Piedra,VE,2020-06-18 20:43:29,7.62,-71.49,294.97,95,100,1.92
378,Dicabisagan,PH,2020-06-18 20:40:33,17.08,122.42,299.66,82,30,2.21
379,Sumenep,ID,2020-06-18 20:43:30,-7.02,113.87,299.77,79,0,5.05
380,Naryan-Mar,RU,2020-06-18 20:43:30,67.67,53.09,280.0,60,99,3.2
381,Meulaboh,ID,2020-06-18 20:41:10,4.14,96.13,298.22,85,51,2.28
382,Ati,TD,2020-06-18 20:43:30,13.22,18.34,306.92,30,26,0.46
383,Vizinga,RU,2020-06-18 20:43:30,61.07,50.1,282.08,81,0,0.72
384,Kushalgarh,IN,2020-06-18 20:43:31,23.2,74.45,300.87,74,93,8.53
385,Victoria,HK,2020-06-18 20:35:37,22.29,114.16,302.04,74,59,1.79
386,Manono,CD,2020-06-18 20:43:31,-7.3,27.42,293.87,43,30,1.78
387,Boqueirao,BR,2020-06-18 20:43:31,-7.5,-36.13,295.0,82,4,3.85
388,Inuvik,CA,2020-06-18 20:43:31,68.35,-133.72,290.15,59,40,3.1
389,Illapel,CL,2020-06-18 20:43:32,-31.63,-71.17,289.28,49,100,0.84
390,Ust-Maya,RU,2020-06-18 20:43:32,60.42,134.53,289.42,72,0,1.92
391,Astana,KZ,2020-06-18 20:38:58,51.18,71.45,285.15,62,100,5.0
392,Jiangdu,CN,2020-06-18 20:43:32,32.43,119.56,293.15,96,1,2.47
393,Renqiu,CN,2020-06-18 20:43:33,38.7,116.09,293.64,66,3,0.69
394,Kavieng,PG,2020-06-18 20:39:42,-2.57,150.8,301.23,72,28,1.75
395,Yamada,JP,2020-06-18 20:43:33,39.47,141.95,291.09,75,100,1.17
396,Flin Flon,CA,2020-06-18 20:43:33,54.77,-101.86,278.15,93,90,6.2
397,Winschoten,NL,2020-06-18 20:43:33,53.14,7.03,290.37,88,100,1.38
398,Trapani,IT,2020-06-18 20:43:33,37.83,12.67,297.59,64,57,1.0
399,Saurimo,AO,2020-06-18 20:43:34,-9.66,20.39,288.12,57,12,1.81
400,Inyonga,TZ,2020-06-18 20:43:34,-6.72,32.07,290.5,56,0,1.54
401,Severo-Kurilsk,RU,2020-06-18 20:40:18,50.68,156.12,279.08,85,82,3.42
402,Barinas,VE,2020-06-18 20:43:34,8.62,-70.21,296.5,94,100,1.87
403,Sao Jose Da Coroa Grande,BR,2020-06-18 20:39:52,-8.9,-35.15,298.33,82,10,4.83
404,Saint-Augustin,CA,2020-06-18 20:40:46,51.23,-58.65,287.25,95,100,1.59
405,Helong,CN,2020-06-18 20:43:35,42.54,129.0,286.3,89,99,1.27
406,San Francisco,US,2020-06-18 20:42:46,37.77,-122.42,302.15,54,20,3.6
407,Kaka,TM,2020-06-18 20:41:08,37.35,59.61,299.76,16,0,4.28
408,Hof,DE,2020-06-18 20:40:34,50.32,11.92,287.04,96,100,1.34
409,Duluth,US,2020-06-18 20:42:33,46.78,-92.11,300.37,72,1,4.6
410,Rawson,AR,2020-06-18 20:40:39,-43.3,-65.1,287.48,45,94,8.57
411,Sechura,PE,2020-06-18 20:41:13,-5.56,-80.82,296.85,59,0,7.6
412,Noumea,NC,2020-06-18 20:43:19,-22.28,166.46,291.15,88,94,0.5
413,Matagami,CA,2020-06-18 20:43:37,49.75,-77.63,306.15,22,1,4.6
414,Pemberton,CA,2020-06-18 20:43:03,50.32,-122.8,296.15,46,20,0.89
415,Galesong,ID,2020-06-18 20:43:37,-5.32,119.37,299.15,88,90,1.0
416,Roebourne,AU,2020-06-18 20:43:37,-20.78,117.13,293.78,59,0,2.11
417,Siilinjarvi,FI,2020-06-18 20:43:37,63.08,27.67,291.15,63,20,2.6
418,Elizabeth City,US,2020-06-18 20:41:09,36.29,-76.25,301.48,65,40,4.1
419,Henties Bay,NA,2020-06-18 20:43:38,-22.12,14.28,295.93,47,0,2.98
420,Derzhavinsk,KZ,2020-06-18 20:43:38,51.1,66.32,285.29,54,74,4.72
421,Mahebourg,MU,2020-06-18 20:40:01,-20.41,57.7,295.15,73,75,6.2
422,Hamilton,US,2020-06-18 20:37:22,39.18,-84.53,302.04,48,75,4.6
423,Niteroi,BR,2020-06-18 20:43:39,-22.88,-43.1,297.15,64,31,2.1
424,Larreynaga,NI,2020-06-18 20:43:39,12.68,-86.57,303.15,79,40,3.1
425,Parintins,BR,2020-06-18 20:41:21,-2.63,-56.74,301.81,73,98,1.1
426,Sabang,ID,2020-06-18 20:43:39,5.89,95.32,301.34,74,79,3.84
427,Uporovo,RU,2020-06-18 20:43:39,56.31,66.27,278.43,84,0,2.37
428,Gravelbourg,CA,2020-06-18 20:43:40,49.88,-106.55,284.14,68,97,4.89
429,Honiara,SB,2020-06-18 20:43:40,-9.43,159.95,296.15,100,20,1.5
430,College,US,2020-06-18 20:43:40,64.86,-147.8,295.93,37,75,1.56
431,Ndele,CF,2020-06-18 20:43:40,8.41,20.65,294.94,91,100,1.74
432,Miandrivazo,MG,2020-06-18 20:43:40,-19.52,45.47,291.9,59,8,0.39
433,Fort Nelson,CA,2020-06-18 20:38:04,58.81,-122.7,296.15,46,75,2.6
434,Dekar,BW,2020-06-18 20:43:41,-21.53,21.93,282.77,49,0,3.58
435,Xining,CN,2020-06-18 20:39:04,36.62,101.77,287.56,55,96,1.39
436,Ostrovnoy,RU,2020-06-18 20:40:22,68.05,39.51,284.84,72,100,5.29
437,Santiago De Cuba,CU,2020-06-18 20:43:41,20.02,-75.82,303.15,74,40,5.1
438,Ibra,OM,2020-06-18 20:41:19,22.69,58.53,302.23,55,12,1.01
439,Dzhebariki-Khaya,RU,2020-06-18 20:43:42,62.22,135.8,290.91,63,79,1.59
440,Porto Novo,BJ,2020-06-18 20:43:42,6.5,2.6,299.15,88,20,1.5
441,Naples,IT,2020-06-18 20:43:42,40.83,14.25,294.15,73,0,2.1
442,Chapais,CA,2020-06-18 20:43:42,49.78,-74.85,306.15,21,1,9.8
443,Uspenka,UA,2020-06-18 20:43:42,48.39,39.16,293.01,64,99,1.77
444,Chateaubelair,VC,2020-06-18 20:43:43,13.28,-61.25,301.15,83,75,4.1
445,Kolvereid,NO,2020-06-18 20:39:09,64.87,11.6,287.15,76,8,3.6
446,Evensk,RU,2020-06-18 20:43:43,61.95,159.23,284.76,78,87,2.09
447,Pevek,RU,2020-06-18 20:40:17,69.7,170.31,278.12,71,9,4.16
448,San Quintin,MX,2020-06-18 20:40:20,30.48,-115.95,292.61,61,0,5.11
449,Hovd,MN,2020-06-18 20:39:52,48.01,91.64,289.15,35,100,3.46
450,New Ulm,US,2020-06-18 20:43:44,44.31,-94.46,302.04,57,40,3.1
451,San Carlos De Bariloche,AR,2020-06-18 20:40:24,-41.15,-71.31,279.15,75,75,6.7
452,Gwanda,ZW,2020-06-18 20:43:44,-20.93,29.0,281.97,93,13,2.02
453,Pakokku,MM,2020-06-18 20:43:44,21.33,95.1,299.94,75,91,6.08
454,Tessalit,ML,2020-06-18 20:40:04,20.2,1.01,308.97,9,0,5.03
455,Orocue,CO,2020-06-18 20:43:45,4.79,-71.34,297.35,91,100,2.48
456,Marawi,PH,2020-06-18 20:43:45,8.0,124.29,295.93,96,94,2.24
457,Dunedin,NZ,2020-06-18 20:40:48,-45.87,170.5,279.82,76,63,5.36
458,Krasyliv,UA,2020-06-18 20:43:45,49.65,26.97,289.6,92,45,3.37
459,Akdepe,TM,2020-06-18 20:43:45,42.06,59.38,296.15,38,1,1.0
460,Talaya,RU,2020-06-18 20:43:46,61.38,152.75,289.61,55,59,0.61
461,Kaeo,NZ,2020-06-18 20:43:46,-35.1,173.78,281.48,3,1,0.45
462,Husavik,IS,2020-06-18 20:41:19,66.04,-17.34,287.15,54,67,2.6
463,Lufilufi,WS,2020-06-18 20:43:46,-13.87,-171.6,297.04,94,96,1.79
464,Kawalu,ID,2020-06-18 20:43:46,-7.38,108.21,295.73,92,89,0.68
465,Belaya Gora,RU,2020-06-18 20:43:47,68.53,146.42,301.41,28,19,2.34
466,Bealanana,MG,2020-06-18 20:43:47,-14.55,48.73,288.11,89,96,4.12
467,Kilindoni,TZ,2020-06-18 20:43:47,-7.91,39.67,299.76,73,3,9.83
468,Samana,DO,2020-06-18 20:43:47,19.21,-69.34,304.15,74,20,3.1
469,Lewiston,US,2020-06-18 20:40:06,44.1,-70.21,304.26,40,1,4.6
470,Maragheh,IR,2020-06-18 20:43:48,37.39,46.24,293.29,36,0,2.23
471,Beyneu,KZ,2020-06-18 20:43:48,45.32,55.2,301.52,20,0,2.97
472,Puerto Lopez,CO,2020-06-18 20:43:48,4.08,-72.96,301.56,73,27,1.35
473,Verkhoyansk,RU,2020-06-18 20:40:39,67.54,133.38,298.54,30,0,0.29
474,Uchkeken,RU,2020-06-18 20:43:48,43.94,42.51,291.15,88,98,2.0
475,Mandera,KE,2020-06-18 20:43:49,3.94,41.87,300.1,64,61,10.48
476,Faanui,PF,2020-06-18 20:43:49,-16.48,-151.75,299.76,78,100,0.98
477,Kazachinskoye,RU,2020-06-18 20:43:49,57.7,93.28,286.21,83,100,1.39
478,Debre Zeyit,ET,2020-06-18 20:43:49,8.75,38.98,290.15,82,40,1.5
479,Gerash,IR,2020-06-18 20:43:49,27.67,54.14,304.15,35,0,2.1
480,Saint Stephen,GB,2020-06-18 20:43:50,50.33,-4.9,288.15,93,100,6.2
481,Tay Ninh,VN,2020-06-18 20:43:50,11.3,106.1,299.04,86,100,2.26
482,Carutapera,BR,2020-06-18 20:39:16,-1.2,-46.02,297.99,92,79,3.76
483,Saint-Georges,GD,2020-06-18 20:40:07,12.06,-61.75,302.15,79,40,7.2
484,Gravdal,NO,2020-06-18 20:41:25,68.12,13.5,281.57,81,10,8.6
485,Hirara,JP,2020-06-18 20:43:50,24.8,125.28,301.87,84,100,10.42
486,Sayat,TM,2020-06-18 20:43:51,38.78,63.88,293.15,37,0,3.1
487,Norman Wells,CA,2020-06-18 20:40:55,65.28,-126.83,298.15,36,75,5.7
488,The Valley,AI,2020-06-18 20:41:45,18.22,-63.06,304.15,66,40,7.2
489,Bonthe,SL,2020-06-18 20:35:56,7.53,-12.51,299.08,88,100,4.72
490,Magadan,RU,2020-06-18 20:43:51,59.57,150.8,284.51,81,13,1.23
491,Chengde,CN,2020-06-18 20:43:52,40.97,117.94,289.12,81,83,0.85
492,Sal Rei,CV,2020-06-18 20:43:52,16.18,-22.92,298.15,78,40,9.8
493,Bugarama,TZ,2020-06-18 20:43:52,-2.87,30.53,289.33,74,23,1.35
494,Tolaga Bay,NZ,2020-06-18 20:43:53,-38.37,178.3,287.81,90,100,6.95
495,Lujan,AR,2020-06-18 20:40:03,-34.57,-59.1,290.93,70,92,0.89
496,Casian,PH,2020-06-18 20:43:53,11.04,119.71,301.72,75,100,3.82
497,Prince Rupert,CA,2020-06-18 20:40:46,54.32,-130.32,287.15,93,90,5.7
498,Hasaki,JP,2020-06-18 20:39:05,35.73,140.83,290.93,100,75,2.1
499,Steamboat Springs,US,2020-06-18 20:43:19,40.48,-106.83,291.48,31,1,3.1
500,Mount Gambier,AU,2020-06-18 20:41:41,-37.83,140.77,284.15,71,54,7.7
501,Hay River,CA,2020-06-18 20:43:54,60.82,-115.8,296.15,46,20,6.2
502,Garissa,KE,2020-06-18 20:43:54,-0.45,39.64,298.23,67,91,9.09
503,Sawakin,SD,2020-06-18 20:43:54,19.11,37.33,306.11,24,29,4.93
504,Sept-Iles,CA,2020-06-18 20:43:54,50.2,-66.38,310.15,23,75,8.2
505,Honningsvag,NO,2020-06-18 20:43:55,70.98,25.97,279.15,81,75,7.7
506,Kensington,AU,2020-06-18 20:43:49,-33.92,151.22,283.15,87,75,3.1
507,Naze,JP,2020-06-18 20:43:42,28.37,129.48,299.15,100,100,5.1
508,Norilsk,RU,2020-06-18 20:43:55,69.35,88.2,279.15,81,95,6.0
509,Tula,RU,2020-06-18 20:43:56,54.2,37.61,293.31,80,2,1.56
510,Vila Velha,BR,2020-06-18 20:39:40,-20.33,-40.29,296.15,78,2,2.1
511,Salisbury,GB,2020-06-18 20:43:32,51.07,-1.8,287.59,93,86,5.1
512,Bitung,ID,2020-06-18 20:43:56,1.45,125.18,297.15,94,40,1.0
513,Morgan City,US,2020-06-18 20:43:56,29.7,-91.21,305.37,43,40,2.6
514,Antofagasta,CL,2020-06-18 20:43:56,-23.65,-70.4,289.15,82,20,4.1
515,Palmer,US,2020-06-18 20:39:01,42.16,-72.33,302.59,58,36,2.68
516,Simi,SL,2020-06-18 20:43:57,9.57,-12.35,297.99,92,99,2.57
517,Ornskoldsvik,SE,2020-06-18 20:41:04,63.29,18.72,292.15,68,8,2.1
518,Zarubino,RU,2020-06-18 20:43:57,42.63,131.09,286.18,90,78,2.49
519,Belawan,ID,2020-06-18 20:43:57,3.78,98.68,298.15,100,40,2.1
520,Cockburn Town,TC,2020-06-18 20:39:33,21.46,-71.14,303.15,66,40,6.2
521,Limulunga,ZM,2020-06-18 20:43:58,-15.1,23.14,287.09,52,0,3.83
522,Urucara,BR,2020-06-18 20:43:58,-2.54,-57.76,301.72,81,87,0.85
523,Takoradi,GH,2020-06-18 20:40:12,4.88,-1.76,298.34,86,100,3.53
524,Flinders,AU,2020-06-18 20:41:25,-34.58,150.86,282.59,87,10,0.45
525,Verkhnetulomskiy,RU,2020-06-18 20:43:58,68.61,31.8,281.15,81,40,1.0
526,Zhukovo,RU,2020-06-18 20:43:59,55.03,36.74,295.93,93,25,1.36
527,Vestmanna,FO,2020-06-18 20:43:59,62.16,-7.17,282.15,100,97,2.1
528,Atar,MR,2020-06-18 20:36:40,20.52,-13.05,310.63,16,0,4.58
529,Tezze Sul Brenta,IT,2020-06-18 20:43:59,45.69,11.7,293.15,74,9,1.08
530,Kiunga,PG,2020-06-18 20:44:00,-6.12,141.29,295.57,98,89,0.87
531,Hammerfest,NO,2020-06-18 20:44:00,70.66,23.68,278.15,93,75,13.4
532,San Lawrenz,MT,2020-06-18 20:44:00,36.06,14.2,297.59,73,35,4.1
533,Canavieiras,BR,2020-06-18 20:44:00,-15.68,-38.95,296.2,91,16,3.95
534,Gushikawa,JP,2020-06-18 20:44:00,26.35,127.87,301.15,88,40,7.7
535,Gamboma,CG,2020-06-18 20:44:01,-1.88,15.86,298.09,55,99,1.01
536,Paraiso,CR,2020-06-18 20:44:01,9.84,-83.87,299.15,61,75,5.7
537,Bam,IR,2020-06-18 20:44:01,29.11,58.36,304.78,11,11,2.65
538,Marabba,SD,2020-06-18 20:44:01,12.35,32.18,301.33,60,100,7.25
539,Turayf,SA,2020-06-18 20:44:01,31.67,38.66,298.15,53,0,7.7
540,Bousso,TD,2020-06-18 20:44:02,10.48,16.71,301.14,58,68,0.94
541,Vysokogornyy,RU,2020-06-18 20:44:02,50.12,139.15,280.36,95,100,1.45
542,Caconda,AO,2020-06-18 20:44:02,-13.73,15.07,284.73,57,0,2.4
543,Irricana,CA,2020-06-18 20:44:02,51.32,-113.6,288.71,67,100,1.34
544,Moron,AR,2020-06-18 20:35:38,-34.65,-58.62,290.93,67,60,0.89
545,Kuytun,RU,2020-06-18 20:44:02,54.34,101.5,284.11,68,32,3.34
546,Katghora,IN,2020-06-18 20:44:03,22.5,82.55,300.01,68,94,2.13
547,Khandbari,NP,2020-06-18 20:44:03,27.37,87.2,296.57,76,100,0.04
548,Awjilah,LY,2020-06-18 20:44:03,29.11,21.29,300.48,23,0,4.49
549,Bonavista,CA,2020-06-18 20:44:03,48.65,-53.11,289.82,78,100,4.92
550,Cruzeiro Do Sul,BR,2020-06-18 20:44:04,-29.51,-51.99,294.75,84,87,2.52
551,Zemio,CF,2020-06-18 20:40:27,5.03,25.14,292.63,97,100,1.39
552,Hanusovice,CZ,2020-06-18 20:44:04,50.08,16.94,290.37,97,96,0.89
553,Mazatlan,MX,2020-06-18 20:44:04,23.22,-106.42,306.15,49,5,4.6
554,Manokwari,ID,2020-06-18 20:39:18,-0.87,134.08,299.45,68,2,1.88
555,Padang,ID,2020-06-18 20:40:49,-0.95,100.35,298.67,77,98,1.64
556,Arlit,NE,2020-06-18 20:44:05,18.74,7.39,307.59,10,0,1.63
557,Puerto Lempira,HN,2020-06-18 20:44:05,15.27,-83.77,305.15,70,40,3.1
558,Bathsheba,BB,2020-06-18 20:41:28,13.22,-59.52,303.15,74,40,8.7
559,Pascagoula,US,2020-06-18 20:41:10,30.37,-88.56,305.15,49,1,3.1
560,Grass Valley,US,2020-06-18 20:44:06,39.22,-121.06,305.37,28,0,0.89
561,Den Helder,NL,2020-06-18 20:44:06,52.96,4.76,290.37,72,90,1.0
562,Airai,TL,2020-06-18 20:35:56,-8.93,125.41,288.0,100,73,2.02
563,Faya,SA,2020-06-18 20:41:14,18.39,42.45,298.15,49,20,1.52
564,Gorontalo,ID,2020-06-18 20:44:06,0.54,123.06,296.76,88,83,0.88
565,Seydisehir,TR,2020-06-18 20:44:07,37.42,31.85,287.46,70,38,1.48
566,Bafq,IR,2020-06-18 20:44:07,31.61,55.41,302.8,13,38,0.84
567,Esmeraldas,BR,2020-06-18 20:44:07,-19.76,-44.31,294.15,56,0,4.1
568,Mandiana,GN,2020-06-18 20:44:07,10.63,-8.68,296.92,87,100,3.44
569,Hofn,IS,2020-06-18 20:40:00,64.25,-15.21,282.69,85,0,1.05
570,San Angelo,US,2020-06-18 20:44:08,31.46,-100.44,308.71,36,1,6.7
571,Biak,ID,2020-06-18 20:35:07,-0.91,122.88,298.23,82,100,3.24
572,Pauini,BR,2020-06-18 20:44:08,-7.71,-66.98,303.1,60,26,0.82
573,Tecoanapa,MX,2020-06-18 20:44:08,16.52,-98.75,304.36,61,47,5.93
574,Penzance,GB,2020-06-18 20:44:08,50.12,-5.54,288.15,93,100,6.2
575,Richards Bay,ZA,2020-06-18 20:40:23,-28.78,32.04,288.03,79,100,1.86
576,Comodoro Rivadavia,AR,2020-06-18 20:41:50,-45.87,-67.5,287.15,44,55,11.3
577,Paamiut,GL,2020-06-18 20:44:09,61.99,-49.67,277.25,84,74,6.86
578,Watertown,US,2020-06-18 20:41:26,42.37,-71.18,305.37,40,1,3.6
579,Yumen,CN,2020-06-18 20:39:42,40.28,97.2,292.87,24,12,0.32
